BioGRID_Interaction_ID	Entrez_Gene_Interactor_A	Entrez_Gene_Interactor_B	BioGRID_ID_Interactor_A	BioGRID_ID_Interactor_B	Systematic_Name_Interactor_A	Systematic_Name_Interactor_B	Official_Symbol_Interactor_A	Official_Symbol_Interactor_B	Synonyms_Interactor_A	Synonyms_Interactor_B	Experimental_System	Experimental_System_Type	Author	Pubmed_ID	Organism_Interactor_A	Organism_Interactor_B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source_Database
241581	55969	5825	121015	111783	PNAS-11	-	C20orf24	ABCD3	RIP5	ABC43|PMP70|PXMP1|ZWS2	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.535	-	-	Exogenous expression of bait	-	BIOGRID
241635	373156	54919	131875	120260	HDCMD47P	-	GSTK1	DNAAF5	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	CILD18|HEATR2	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.501	-	-	Exogenous expression of bait	-	BIOGRID
241656	373156	57510	131875	121574	HDCMD47P	RP3-337H4.5	GSTK1	XPO5	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	exp5	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.491	-	-	Exogenous expression of bait	-	BIOGRID
241671	7030	47	112888	106563	-	-	TFE3	ACLY	RCCP2|RCCX1|TFEA|bHLHe33	ACL|ATPCL|CLATP	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.484	-	-	Exogenous expression of bait	-	BIOGRID
241683	578	285527	107054	130134	-	-	BAK1	FRYL	BAK|BAK-LIKE|BCL2L7|CDN1	KIAA0826	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.479	-	-	Exogenous expression of bait	-	BIOGRID
241687	409	55661	106902	120793	-	HSPC259	ARRB2	DDX27	ARB2|ARR2|BARR2	DRS1|Drs1p|PP3241|RHLP|dJ686N3.1	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.478	-	-	Exogenous expression of bait	-	BIOGRID
241694	8848	373156	114374	131875	RP11-269C23.2	HDCMD47P	TSC22D1	GSTK1	Ptg-2|TGFB1I4|TSC22	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.475	-	-	Exogenous expression of bait	-	BIOGRID
241712	373156	79711	131875	122828	HDCMD47P	-	GSTK1	IPO4	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	Imp4	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.465	-	-	Exogenous expression of bait	-	BIOGRID
241758	11156	5825	116327	111783	-	-	PTP4A3	ABCD3	PRL-3|PRL-R|PRL3	ABC43|PMP70|PXMP1|ZWS2	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.452	-	-	Exogenous expression of bait	-	BIOGRID
241815	1019	1029	107454	107463	-	-	CDK4	CDKN2A	CMM3|PSK-J3	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.437	-	-	Exogenous expression of bait	-	BIOGRID
241821	373156	10015	131875	115332	HDCMD47P	-	GSTK1	PDCD6IP	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	AIP1|ALIX|DRIP4|HP95	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.436	-	-	Exogenous expression of bait	-	BIOGRID
241834	10857	80303	116068	123216	-	PP3051	PGRMC1	EFHD1	HPR6.6|MPR	MST133|MSTP133|SWS2	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.434	-	-	Exogenous expression of bait	-	BIOGRID
241839	373156	83481	131875	123666	HDCMD47P	-	GSTK1	EPPK1	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	EPIPL|EPIPL1	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.432	-	-	Exogenous expression of bait	-	BIOGRID
241860	56241	3956	121109	110147	-	-	SUSD2	LGALS1	BK65A6.2	GAL1|GBP	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.428	-	-	Exogenous expression of bait	-	BIOGRID
241894	9641	47	115000	106563	RP11-534L20.1	-	IKBKE	ACLY	IKK-E|IKK-i|IKKE|IKKI	ACL|ATPCL|CLATP	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.421	-	-	Exogenous expression of bait	-	BIOGRID
241903	373156	4670	131875	110751	HDCMD47P	-	GSTK1	HNRNPM	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	CEAR|HNRNPM4|HNRPM|HNRPM4|HTGR1|NAGR1|hnRNP M	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.419	-	-	Exogenous expression of bait	-	BIOGRID
241931	55233	6279	120527	112187	-	-	MOB1A	S100A8	C2orf6|MATS1|MOB1|MOBK1B|MOBKL1B|Mob4B	60B8AG|CAGA|CFAG|CGLA|CP-10|L1Ag|MA387|MIF|MRP8|NIF|P8	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.415	-	-	Exogenous expression of bait	-	BIOGRID
241935	578	11214	107054	116383	-	-	BAK1	AKAP13	BAK|BAK-LIKE|BCL2L7|CDN1	AKAP-13|AKAP-Lbc|ARHGEF13|BRX|HA-3|Ht31|LBC|PRKA13|PROTO-LB|PROTO-LBC|c-lbc|p47	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.414	-	-	Exogenous expression of bait	-	BIOGRID
241939	373156	11231	131875	116397	HDCMD47P	RP1-191J18.4	GSTK1	SEC63	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	DNAJC23|ERdj2|PRO2507|SEC63L	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.414	-	-	Exogenous expression of bait	-	BIOGRID
241946	79705	6279	122823	112187	-	-	LRRK1	S100A8	RIPK6|Roco1	60B8AG|CAGA|CFAG|CGLA|CP-10|L1Ag|MA387|MIF|MRP8|NIF|P8	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.413	-	-	Exogenous expression of bait	-	BIOGRID
241967	373156	1639	131875	108007	HDCMD47P	-	GSTK1	DCTN1	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	DAP-150|DP-150|P135	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.41	-	-	Exogenous expression of bait	-	BIOGRID
241983	11179	10965	116349	116164	-	-	ZNF277	ACOT2	NRIF4|ZNF277P	CTE-IA|CTE1A|MTE1|PTE2|PTE2A|ZAP128	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.408	-	-	Exogenous expression of bait	-	BIOGRID
241985	373156	54205	131875	119922	HDCMD47P	-	GSTK1	CYCS	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	CYC|HCS|THC4	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.407	-	-	Exogenous expression of bait	-	BIOGRID
241988	6446	7284	112344	113135	RP1-188K17.1	-	SGK1	TUFM	SGK	COXPD4|EF-TuMT|EFTU|P43	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.407	-	-	Exogenous expression of bait	-	BIOGRID
241991	373156	6185	131875	112100	HDCMD47P	RP3-343K2.2	GSTK1	RPN2	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	RIBIIR|RPN-II|RPNII|SWP1	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.406	-	-	Exogenous expression of bait	-	BIOGRID
242112	53918	9131	119818	114579	CGI-17	RP3-438D16.2	PELO	AIFM1	PRO1770	AIF|CMT2D|CMTX4|COWCK|COXPD6|NADMR|NAMSD|PDCD8	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.391	-	-	Exogenous expression of bait	-	BIOGRID
242172	53918	5825	119818	111783	CGI-17	-	PELO	ABCD3	PRO1770	ABC43|PMP70|PXMP1|ZWS2	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.386	-	-	Exogenous expression of bait	-	BIOGRID
242185	5495	6279	111490	112187	-	-	PPM1B	S100A8	PP2C-beta|PP2C-beta-X|PP2CB|PP2CBETA|PPC2BETAX	60B8AG|CAGA|CFAG|CGLA|CP-10|L1Ag|MA387|MIF|MRP8|NIF|P8	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.385	-	-	Exogenous expression of bait	-	BIOGRID
242196	373156	3376	131875	109605	HDCMD47P	RP11-62C3.1	GSTK1	IARS	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	IARS1|ILERS|ILRS|IRS|PRO0785	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.384	-	-	Exogenous expression of bait	-	BIOGRID
242204	578	2091	107054	108399	-	-	BAK1	FBL	BAK|BAK-LIKE|BCL2L7|CDN1	FIB|FLRN|RNU3IP1	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.383	-	-	Exogenous expression of bait	-	BIOGRID
242205	578	23524	107054	117071	-	HSPC075	BAK1	SRRM2	BAK|BAK-LIKE|BCL2L7|CDN1	300-KD|CWF21|Cwc21|SRL300|SRm300	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.383	-	-	Exogenous expression of bait	-	BIOGRID
242237	51497	9377	119572	114778	HSPC130	-	NELFCD	COX5A	NELF-C|NELF-D|TH1|TH1L	COX|COX-VA|VA	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.38	-	-	Exogenous expression of bait	-	BIOGRID
242246	8079	9131	113752	114579	-	RP3-438D16.2	MLF2	AIFM1	NTN4	AIF|CMT2D|CMTX4|COWCK|COXPD6|NADMR|NAMSD|PDCD8	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.379	-	-	Exogenous expression of bait	-	BIOGRID
242265	80303	7062	123216	112919	PP3051	RP11-107M16.3	EFHD1	TCHH	MST133|MSTP133|SWS2	THH|THL|TRHY	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.377	-	-	Exogenous expression of bait	-	BIOGRID
242281	373156	388697	131875	132814	HDCMD47P	-	GSTK1	HRNR	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	FLG3|S100A16|S100a18	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.376	-	-	Exogenous expression of bait	-	BIOGRID
242289	373156	6184	131875	112099	HDCMD47P	-	GSTK1	RPN1	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	OST1|RBPH1	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.375	-	-	Exogenous expression of bait	-	BIOGRID
242301	578	3881	107054	110079	-	-	BAK1	KRT31	BAK|BAK-LIKE|BCL2L7|CDN1	HA1|Ha-1|KRTHA1|hHa1	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.374	-	-	Exogenous expression of bait	-	BIOGRID
242303	373156	3351	131875	109583	HDCMD47P	-	GSTK1	HTR1B	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	5-HT1B|5-HT1DB|HTR1D2|HTR1DB|S12	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.374	-	-	Exogenous expression of bait	-	BIOGRID
242313	408	55661	106901	120793	-	HSPC259	ARRB1	DDX27	ARB1|ARR1	DRS1|Drs1p|PP3241|RHLP|dJ686N3.1	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.373	-	-	Exogenous expression of bait	-	BIOGRID
242319	8526	10726	114096	115950	-	-	DGKE	NUDC	DAGK5|DAGK6|DGK|NPHS7	HNUDC|MNUDC|NPD011	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.373	-	-	Exogenous expression of bait	-	BIOGRID
242324	8601	51027	114161	119233	-	CGI-143	RGS20	BOLA1	RGSZ1|ZGAP1|g(z)GAP|gz-GAP	-	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.373	-	-	Exogenous expression of bait	-	BIOGRID
242331	578	7417	107054	113260	-	RP11-375G3.1	BAK1	VDAC2	BAK|BAK-LIKE|BCL2L7|CDN1	POR	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.372	-	-	Exogenous expression of bait	-	BIOGRID
242394	51497	4513	119572	110616	HSPC130	-	NELFCD	COX2	NELF-C|NELF-D|TH1|TH1L	COII|MTCO2	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.368	-	-	Exogenous expression of bait	-	BIOGRID
242404	373156	9343	131875	114749	HDCMD47P	-	GSTK1	EFTUD2	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	MFDGA|MFDM|SNRNP116|Snrp116|Snu114|U5-116KD	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.367	-	-	Exogenous expression of bait	-	BIOGRID
242432	8079	5825	113752	111783	-	-	MLF2	ABCD3	NTN4	ABC43|PMP70|PXMP1|ZWS2	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.365	-	-	Exogenous expression of bait	-	BIOGRID
242475	8526	6418	114096	112316	-	RP11-216B9.3	DGKE	SET	DAGK5|DAGK6|DGK|NPHS7	2PP2A|I2PP2A|IGAAD|IPP2A2|PHAPII|TAF-I|TAF-IBETA	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.362	-	-	Exogenous expression of bait	-	BIOGRID
242501	80303	3884	123216	110082	PP3051	-	EFHD1	KRT33B	MST133|MSTP133|SWS2	HA3II|Ha-3II|K33B|KRTHA3A|KRTHA3B|hHa3-II	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.36	-	-	Exogenous expression of bait	-	BIOGRID
242511	8526	10606	114096	115852	-	-	DGKE	PAICS	DAGK5|DAGK6|DGK|NPHS7	ADE2|ADE2H1|AIRC|PAIS	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.359	-	-	Exogenous expression of bait	-	BIOGRID
242527	4232	5825	110390	111783	-	-	MEST	ABCD3	PEG1	ABC43|PMP70|PXMP1|ZWS2	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.358	-	-	Exogenous expression of bait	-	BIOGRID
242544	10857	5825	116068	111783	-	-	PGRMC1	ABCD3	HPR6.6|MPR	ABC43|PMP70|PXMP1|ZWS2	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.357	-	-	Exogenous expression of bait	-	BIOGRID
242562	382	2618	106877	108888	-	-	ARF6	GART	-	AIRS|GARS|GARTF|PAIS|PGFT|PRGS	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.355	-	-	Exogenous expression of bait	-	BIOGRID
242565	1607	3881	107977	110079	-	-	DGKB	KRT31	DAGK2|DGK|DGK-BETA	HA1|Ha-1|KRTHA1|hHa1	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.355	-	-	Exogenous expression of bait	-	BIOGRID
242589	373156	1650	131875	108017	HDCMD47P	OK/SW-cl.45	GSTK1	DDOST	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	AGER1|CDG1R|OKSWcl45|OST|OST48|WBP1	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.353	-	-	Exogenous expression of bait	-	BIOGRID
242626	9891	6279	115221	112187	-	-	NUAK1	S100A8	ARK5	60B8AG|CAGA|CFAG|CGLA|CP-10|L1Ag|MA387|MIF|MRP8|NIF|P8	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.35	-	-	Exogenous expression of bait	-	BIOGRID
242659	471	51103	106961	119292	OK/SW-cl.86	CGI-65	ATIC	NDUFAF1	AICAR|AICARFT|HEL-S-70p|IMPCHASE|PURH	CGI65|CIA30	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.347	-	-	Exogenous expression of bait	-	BIOGRID
242671	51130	6279	119317	112187	-	-	ASB3	S100A8	ASB-3	60B8AG|CAGA|CFAG|CGLA|CP-10|L1Ag|MA387|MIF|MRP8|NIF|P8	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.346	-	-	Exogenous expression of bait	-	BIOGRID
242675	373156	26128	131875	117567	HDCMD47P	-	GSTK1	KIAA1279	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	KBP|TTC20	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.346	-	-	Exogenous expression of bait	-	BIOGRID
242690	1607	26167	107977	117593	-	-	DGKB	PCDHB5	DAGK2|DGK|DGK-BETA	PCDH-BETA5	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.345	-	-	Exogenous expression of bait	-	BIOGRID
242708	8526	83540	114096	123673	-	-	DGKE	NUF2	DAGK5|DAGK6|DGK|NPHS7	CDCA1|CT106|NUF2R	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.344	-	-	Exogenous expression of bait	-	BIOGRID
242710	373156	57805	131875	121775	HDCMD47P	-	GSTK1	CCAR2	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	DBC-1|DBC1|KIAA1967|NET35|p30 DBC|p30DBC	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.344	-	-	Exogenous expression of bait	-	BIOGRID
242715	6790	1029	112666	107463	RP5-1167H4.6	-	AURKA	CDKN2A	AIK|ARK1|AURA|AURORA2|BTAK|PPP1R47|STK15|STK6|STK7	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.344	-	-	Exogenous expression of bait	-	BIOGRID
242762	5564	47	111551	106563	-	-	PRKAB1	ACLY	AMPK|HAMPKb	ACL|ATPCL|CLATP	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.341	-	-	Exogenous expression of bait	-	BIOGRID
242772	55969	9131	121015	114579	PNAS-11	RP3-438D16.2	C20orf24	AIFM1	RIP5	AIF|CMT2D|CMTX4|COWCK|COXPD6|NADMR|NAMSD|PDCD8	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.34	-	-	Exogenous expression of bait	-	BIOGRID
242901	8526	5160	114096	111186	-	RP11-723P2.1	DGKE	PDHA1	DAGK5|DAGK6|DGK|NPHS7	PDHA|PDHAD|PDHCE1A|PHE1A	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.331	-	-	Exogenous expression of bait	-	BIOGRID
242903	373156	9183	131875	114620	HDCMD47P	-	GSTK1	ZW10	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	HZW10|KNTC1AP	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.331	-	-	Exogenous expression of bait	-	BIOGRID
242920	578	1676	107054	108040	-	H13	BAK1	DFFA	BAK|BAK-LIKE|BCL2L7|CDN1	DFF-45|DFF1|ICAD	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.33	-	-	Exogenous expression of bait	-	BIOGRID
242950	578	10097	107054	115404	-	-	BAK1	ACTR2	BAK|BAK-LIKE|BCL2L7|CDN1	ARP2	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.328	-	-	Exogenous expression of bait	-	BIOGRID
242951	578	23077	107054	116709	-	AC001226.5	BAK1	MYCBP2	BAK|BAK-LIKE|BCL2L7|CDN1	PAM	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.328	-	-	Exogenous expression of bait	-	BIOGRID
242967	55646	55661	120780	120793	PNAS-5	HSPC259	LYAR	DDX27	ZC2HC2|ZLYAR	DRS1|Drs1p|PP3241|RHLP|dJ686N3.1	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.327	-	-	Exogenous expression of bait	-	BIOGRID
242969	7392	6279	113238	112187	-	-	USF2	S100A8	FIP|bHLHb12	60B8AG|CAGA|CFAG|CGLA|CP-10|L1Ag|MA387|MIF|MRP8|NIF|P8	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.327	-	-	Exogenous expression of bait	-	BIOGRID
242992	3692	3036	109898	109286	RP4-614O4.1	-	EIF6	HAS1	CAB|EIF3A|ITGB4BP|b(2)gcn|eIF-6|p27(BBP)|p27BBP	HAS	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.325	-	-	Exogenous expression of bait	-	BIOGRID
243001	373156	55215	131875	120511	HDCMD47P	-	GSTK1	FANCI	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	KIAA1794	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.324	-	-	Exogenous expression of bait	-	BIOGRID
243018	11156	9131	116327	114579	-	RP3-438D16.2	PTP4A3	AIFM1	PRL-3|PRL-R|PRL3	AIF|CMT2D|CMTX4|COWCK|COXPD6|NADMR|NAMSD|PDCD8	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.323	-	-	Exogenous expression of bait	-	BIOGRID
243050	373156	4176	131875	110344	HDCMD47P	-	GSTK1	MCM7	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	CDC47|MCM2|P1.1-MCM3|P1CDC47|P85MCM|PNAS146|PPP1R104	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.32	-	-	Exogenous expression of bait	-	BIOGRID
243059	373156	9782	131875	115126	HDCMD47P	-	GSTK1	MATR3	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	ALS21|MPD2|VCPDM	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.319	-	-	Exogenous expression of bait	-	BIOGRID
243068	55969	10845	121015	116056	PNAS-11	-	C20orf24	CLPX	RIP5	-	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.318	-	-	Exogenous expression of bait	-	BIOGRID
243122	51497	1329	119572	107722	HSPC130	-	NELFCD	COX5B	NELF-C|NELF-D|TH1|TH1L	COXVB	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.314	-	-	Exogenous expression of bait	-	BIOGRID
243126	7428	3036	113269	109286	-	-	VHL	HAS1	HRCA1|RCA1|VHL1|pVHL	HAS	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.314	-	-	Exogenous expression of bait	-	BIOGRID
243172	373156	25814	131875	117343	HDCMD47P	RP1-37M3.7	GSTK1	ATXN10	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	E46L|HUMEEP|SCA10	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.309	-	-	Exogenous expression of bait	-	BIOGRID
243212	373156	6520	131875	112411	HDCMD47P	-	GSTK1	SLC3A2	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	4F2|4F2HC|4T2HC|CD98|CD98HC|MDU1|NACAE	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.306	-	-	Exogenous expression of bait	-	BIOGRID
243232	2932	47	109187	106563	-	-	GSK3B	ACLY	-	ACL|ATPCL|CLATP	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.304	-	-	Exogenous expression of bait	-	BIOGRID
243295	5719	2242	111691	108533	-	-	PSMD13	FES	HSPC027|Rpn9|S11|p40.5	FPS	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	0.3	-	-	Exogenous expression of bait	-	BIOGRID
243391	7132	2177	112986	108474	-	-	TNFRSF1A	FANCD2	CD120a|FPF|MS5|TBP1|TNF-R|TNF-R-I|TNF-R55|TNFAR|TNFR1|TNFR1-d2|TNFR55|TNFR60|p55|p55-R|p60	FA-D2|FA4|FACD|FAD|FAD2|FANCD	Affinity Capture-MS	physical	Bouwmeester T (2004)	14743216	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
243393	7133	2177	112987	108474	-	-	TNFRSF1B	FANCD2	CD120b|TBPII|TNF-R-II|TNF-R75|TNFBR|TNFR1B|TNFR2|TNFR80|p75|p75TNFR	FA-D2|FA4|FACD|FAD|FAD2|FANCD	Affinity Capture-MS	physical	Bouwmeester T (2004)	14743216	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
243419	55290	9131	120578	114579	PRO1470	RP3-438D16.2	BRF2	AIFM1	BRFU|TFIIIB50	AIF|CMT2D|CMTX4|COWCK|COXPD6|NADMR|NAMSD|PDCD8	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
243428	55290	5825	120578	111783	PRO1470	-	BRF2	ABCD3	BRFU|TFIIIB50	ABC43|PMP70|PXMP1|ZWS2	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
243443	80279	400	123213	106893	MSTP016	-	CDK5RAP3	ARL1	C53|HSF-27|IC53|LZAP|MST016|OK/SW-cl.114|PP1553	ARFL1	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
243521	4831	47	110895	106563	-	-	NME2	ACLY	NDKB|NDPK-B|NDPKB|NM23-H2|NM23B|PUF	ACL|ATPCL|CLATP	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
243576	7532	8729	113364	114268	-	-	YWHAG	GBF1	14-3-3GAMMA|PPP1R170	ARF1GEF	Affinity Capture-MS	physical	Ewing RM (2007)	17353931	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
